229.73106,61.563538,37.365097,229.1185,61.4457,33.414036,1.0
229.1185,61.4457,33.414036,228.50594,61.32787,29.462975,1.0
228.50594,61.32787,29.462975,227.89337,61.210033,25.511913,1.0
177.48062,71.23716,-46.194035,177.33974,75.09907,-45.161648,1.0
88.50366,554.4669,147.55563,91.52358,553.0097,145.37468,1.0
227.89337,61.210033,25.511913,227.2808,61.092197,21.560852,1.0
137.33667,90.65062,38.070103,140.43124,92.19203,40.081993,1.0
299.37738,553.2412,166.93715,296.30844,555.71796,167.60583,1.0
91.52358,553.0097,145.37468,94.5435,551.5524,143.19373,1.0
165.38803,64.79681,14.829751,168.7777,66.81989,14.183772,1.0
94.5435,551.5524,143.19373,97.563416,550.09515,141.01277,1.0
196.07469,55.727,-14.504619,198.15263,57.70283,-11.715672,1.0
296.30844,555.71796,167.60583,293.2395,558.1947,168.27454,1.0
140.43124,92.19203,40.081993,143.52582,93.733444,42.093884,1.0
271.47702,575.19116,172.88368,274.63922,572.828,172.23889,1.0
294.11774,107.0836,55.971607,290.56772,105.31492,55.452896,1.0
227.2808,61.092197,21.560852,226.66824,60.97436,17.60979,1.0
143.52582,93.733444,42.093884,146.62039,95.27486,44.10577,1.0
293.2395,558.1947,168.27454,290.17056,560.67145,168.94322,1.0
273.08185,95.871025,53.298904,276.5438,97.83987,53.671097,1.0
163.47614,96.04558,78.20054,163.02495,97.24339,74.41086,1.0
163.02495,97.24339,74.41086,162.57376,98.441216,70.62118,1.0
276.5438,97.83987,53.671097,280.00574,99.80871,54.04329,1.0
290.17056,560.67145,168.94322,287.10162,563.1482,169.61191,1.0
225.87872,112.731735,103.60537,222.4769,111.42613,101.95523,1.0
146.62039,95.27486,44.10577,149.71497,96.81627,46.117657,1.0
198.15263,57.70283,-11.715672,200.23058,59.67866,-8.9267235,1.0
97.563416,550.09515,141.01277,100.58333,548.6379,138.83182,1.0
226.66824,60.97436,17.60979,223.90863,61.06702,14.71566,1.0
225.01225,91.74786,-65.92064,228.174,92.53681,-63.600956,1.0
290.56772,105.31492,55.452896,287.0177,103.546234,54.93419,1.0
287.0177,103.546234,54.93419,283.46768,101.77755,54.41548,1.0
177.33974,75.09907,-45.161648,177.19885,78.960976,-44.12926,1.0
274.63922,572.828,172.23889,277.80145,570.46484,171.5941,1.0
168.7777,66.81989,14.183772,172.16736,68.84298,13.537793,1.0
228.174,92.53681,-63.600956,228.4738,96.504555,-64.0098,1.0
223.90863,61.06702,14.71566,221.23883,61.149242,11.738183,1.0
100.58333,548.6379,138.83182,103.60324,547.1806,136.65086,1.0
92.69686,113.50876,47.31866,90.77486,116.713165,45.891193,1.0
200.23058,59.67866,-8.9267235,202.76888,60.727875,-6.0187693,1.0
149.71497,96.81627,46.117657,152.80954,98.35768,48.129543,1.0
222.4769,111.42613,101.95523,219.07507,110.12053,100.30509,1.0
287.10162,563.1482,169.61191,284.03265,565.62494,170.28061,1.0
284.03265,565.62494,170.28061,280.96368,568.1017,170.94931,1.0
219.07507,110.12053,100.30509,215.67325,108.814926,98.65495,1.0
152.80954,98.35768,48.129543,154.60625,101.87025,48.788143,1.0
280.00574,99.80871,54.04329,283.46768,101.77755,54.41548,1.0
202.76888,60.727875,-6.0187693,204.92836,62.56726,-3.1986167,1.0
90.77486,116.713165,45.891193,88.85286,119.91758,44.463726,1.0
103.60324,547.1806,136.65086,106.62315,545.7233,134.46991,1.0
162.57376,98.441216,70.62118,161.54485,99.001205,66.796555,1.0
129.03516,89.96884,-17.96774,130.57196,91.48541,-14.600512,1.0
221.23883,61.149242,11.738183,218.63058,61.224426,8.706446,1.0
217.21802,98.70269,92.49076,216.1675,101.95338,94.57149,1.0
228.4738,96.504555,-64.0098,231.50163,98.07446,-61.919914,1.0
258.8589,122.41093,64.778336,261.5749,121.61715,61.951103,1.0
172.16736,68.84298,13.537793,175.55702,70.866066,12.891814,1.0
279.455,505.40347,-163.36647,276.24356,507.67435,-162.63855,1.0
277.80145,570.46484,171.5941,280.96368,568.1017,170.94931,1.0
276.24356,507.67435,-162.63855,273.03214,509.94525,-161.91063,1.0
198.16478,117.14287,99.81096,202.01575,117.453575,100.84704,1.0
177.19885,78.960976,-44.12926,177.05797,82.82288,-43.096874,1.0
175.55702,70.866066,12.891814,178.94669,72.88915,12.245835,1.0
204.76584,127.59115,121.51056,205.66534,126.48253,117.774,1.0
261.5749,121.61715,61.951103,264.2909,120.82338,59.12387,1.0
231.50163,98.07446,-61.919914,232.3372,101.98619,-61.90505,1.0
284.80603,98.73594,56.642006,283.46768,101.77755,54.41548,1.0
216.1675,101.95338,94.57149,215.92686,105.38501,96.61256,1.0
218.63058,61.224426,8.706446,216.06598,61.294678,5.6375914,1.0
130.57196,91.48541,-14.600512,132.10878,93.00198,-11.233284,1.0
161.54485,99.001205,66.796555,160.53012,99.57784,62.97061,1.0
106.62315,545.7233,134.46991,108.89427,542.5337,133.65244,1.0
88.85286,119.91758,44.463726,86.93086,123.121994,43.03626,1.0
204.92836,62.56726,-3.1986167,207.38318,63.819633,-0.29940176,1.0
273.01108,161.28203,123.28021,271.72513,164.91908,124.33767,1.0
278.45828,565.05035,170.30719,280.96368,568.1017,170.94931,1.0
135.49454,97.774826,0.8546541,136.3729,99.15483,-2.7955627,1.0
200.58401,163.41737,-106.00939,197.12894,161.42513,-106.31489,1.0
271.72513,164.91908,124.33767,270.4392,168.55614,125.395134,1.0
207.38318,63.819633,-0.29940176,209.83142,65.08713,2.5988023,1.0
86.93086,123.121994,43.03626,85.00886,126.3264,41.60879,1.0
210.03857,77.17214,-1.0647762,208.01503,74.60606,1.241837,1.0
387.59726,577.8392,2.4187217,386.05252,576.14886,-0.86101747,1.0
108.89427,542.5337,133.65244,111.88662,540.88574,131.57156,1.0
178.34718,100.64968,-75.01243,176.11363,103.46605,-76.76722,1.0
160.53012,99.57784,62.97061,159.52406,100.16461,59.143925,1.0
174.9933,84.91471,-45.810066,177.05797,82.82288,-43.096874,1.0
132.10878,93.00198,-11.233284,133.6456,94.518555,-7.866057,1.0
216.06598,61.294678,5.6375914,212.88786,62.750397,3.6932626,1.0
215.92686,105.38501,96.61256,215.67325,108.814926,98.65495,1.0
283.46768,101.77755,54.41548,282.113,104.8104,52.186882,1.7320508
232.3372,101.98619,-61.90505,234.37965,105.26062,-60.853146,1.0
264.2909,120.82338,59.12387,267.0069,120.0296,56.29664,1.0
205.66534,126.48253,117.774,206.56485,125.37391,114.037445,1.0
154.60625,101.87025,48.788143,157.78224,103.69065,50.400352,1.0
278.45828,565.05035,170.30719,280.96368,568.1017,170.94931,1.0
178.94669,72.88915,12.245835,182.33635,74.91224,11.599856,1.0
157.78224,103.69065,50.400352,161.25935,103.61789,52.376305,1.0
164.75688,572.6362,188.61993,163.49757,569.12476,187.17636,1.0
114.34318,130.03601,-72.38384,115.65303,132.45958,-69.483734,1.0
206.56485,125.37391,114.037445,207.46436,124.26529,110.30089,1.0
267.0069,120.0296,56.29664,269.7229,119.23583,53.469406,1.0
262.42422,127.44169,-64.61481,259.02686,126.9411,-62.563625,1.0
234.37965,105.26062,-60.853146,236.42204,108.5351,-59.801296,1.0
282.113,104.8104,52.186882,280.74292,107.83493,49.95639,1.7320508
215.67325,108.814926,98.65495,213.30159,111.78968,99.89031,1.4142135
313.4711,119.127235,-0.14999628,311.59982,119.73693,-3.63233,1.0
212.88786,62.750397,3.6932626,209.83142,65.08713,2.5988023,1.0
162.82495,158.70996,-132.61922,165.6754,157.97028,-129.91223,1.0
133.6456,94.518555,-7.866057,134.69556,95.8198,-4.232279,1.0
177.05797,82.82288,-43.096874,178.70294,84.477646,-39.8479,1.4142135
159.52406,100.16461,59.143925,159.83833,102.57446,55.966846,1.0
176.11363,103.46605,-76.76722,174.83875,106.85138,-75.06011,1.0
111.88662,540.88574,131.57156,114.413506,538.0169,130.39482,1.0
386.05252,576.14886,-0.86101747,384.5078,574.45856,-4.1407576,1.0
202.01575,117.453575,100.84704,205.86671,117.76428,101.88312,1.0
273.03214,509.94525,-161.91063,269.8207,512.2161,-161.18271,1.0
113.446754,513.1831,136.99153,116.15065,515.12494,134.77385,1.0
205.86671,117.76428,101.88312,209.71768,118.07499,102.9192,1.0
208.01503,74.60606,1.241837,205.99149,72.03997,3.5484502,1.0
85.00886,126.3264,41.60879,83.08685,129.5308,40.181324,1.0
304.06302,113.52581,-25.878939,304.0803,116.4091,-23.106518,1.0
384.5078,574.45856,-4.1407576,382.96307,572.76825,-7.4204965,1.0
114.413506,538.0169,130.39482,116.157036,534.42126,130.21796,1.0
174.83875,106.85138,-75.06011,173.55467,110.24181,-73.370094,1.0
159.83833,102.57446,55.966846,161.25935,103.61789,52.376305,1.0
178.70294,84.477646,-39.8479,180.31854,86.20668,-36.622955,1.4142135
134.69556,95.8198,-4.232279,136.3729,99.15483,-2.7955627,1.0
165.6754,157.97028,-129.91223,168.52585,157.23059,-127.20524,1.0
209.83142,65.08713,2.5988023,207.86534,68.538185,3.0728521,1.4142135
311.59982,119.73693,-3.63233,309.72858,120.34662,-7.114665,1.0
213.30159,111.78968,99.89031,210.83412,114.7091,101.068695,1.4142135
270.4392,168.55614,125.395134,269.15326,172.19319,126.4526,1.0
280.74292,107.83493,49.95639,278.38638,111.06706,49.961613,1.7320508
236.42204,108.5351,-59.801296,238.4644,111.80962,-58.749485,1.0
62.921917,156.25604,3.007647,66.000435,154.63702,4.982865,1.0
196.95154,569.3398,182.72377,193.76729,566.9513,183.11832,1.0
259.02686,126.9411,-62.563625,255.6295,126.440506,-60.512444,1.0
197.12894,161.42513,-106.31489,193.67386,159.43288,-106.620384,1.0
269.7229,119.23583,53.469406,272.4389,118.442055,50.642174,1.0
207.46436,124.26529,110.30089,208.36386,123.15667,106.56433,1.0
356.32745,532.56476,-96.62911,357.1999,535.44104,-93.98979,1.0
278.45828,565.05035,170.30719,280.96368,568.1017,170.94931,1.0
357.1999,535.44104,-93.98979,358.07233,538.3173,-91.35048,1.0
208.36386,123.15667,106.56433,209.26337,122.04805,102.827774,1.0
272.4389,118.442055,50.642174,275.1549,117.64828,47.81494,1.0
193.67386,159.43288,-106.620384,190.21878,157.44063,-106.92588,1.0
253.18181,570.235,-174.41125,250.96803,570.17694,-171.08022,1.0
232.51114,571.606,-166.73372,235.97209,572.1239,-164.7963,1.0
255.6295,126.440506,-60.512444,252.23213,125.93992,-58.46126,1.0
250.1465,123.12929,-39.72507,248.83978,125.85639,-42.343353,1.0
115.65303,132.45958,-69.483734,116.96288,134.88313,-66.583626,1.0
193.76729,566.9513,183.11832,190.58304,564.5628,183.51288,1.0
252.01712,143.08176,-54.31743,251.7713,139.35083,-52.896263,1.0
66.000435,154.63702,4.982865,69.07895,153.01799,6.9580827,1.0
238.4644,111.80962,-58.749485,240.50673,115.084175,-57.697704,1.0
278.38638,111.06706,49.961613,276.09546,114.34461,49.86461,1.7320508
269.15326,172.19319,126.4526,267.86734,175.83025,127.510056,1.0
163.49757,569.12476,187.17636,162.23827,565.6133,185.7328,1.0
